latitude,longitude,waterfallok,ad_attempts,ad_opportunities,impressions,start,complete
34.77,-112.46,14,200,7,6,6,6
40.57,-74.97,3,124,33,24,24,23
45.04,-93.82,6,89,5,2,2,2
42.16,-89.25,6,110,10,7,7,6
34.07,-118.4,11,150,3,3,3,3
45.46,-89.77,4,56,,,,
41.39,-73.31,9,125,28,25,25,25
40.17,-74.85,9,129,6,6,6,5
42.52,-96.5,12,234,20,19,19,18
30.41,-91.19,5,106,6,6,6,6
47.55,-78.95,2,22,2,2,2,2
39.71,-91.01,3,78,12,8,8,8
43.82,-79.39,50,694,48,48,48,48
44.06,-121.32,6,84,1,1,1,1
-27.61,153.09,15,151,5,5,5,4
45.01,-92.46,2,26,3,3,3,2
48.37,-89.28,45,467,11,11,11,11
41.36,-75.67,2,45,11,11,11,11
35.08,-118.8,12,221,24,19,19,18
35.76,-117.37,1,60,5,5,5,5
36.53,-81.3,5,95,5,5,5,5
53.46,-113.65,25,271,19,19,19,18
-27.97,151.22,28,249,7,6,5,2
42.37,-88.15,10,224,30,25,25,25
40.94,-75.84,17,231,13,10,10,8
48.37,-89.35,6,62,4,4,4,4
37.93,-77.56,2,38,3,2,2,2
37.99,-75.85,4,56,1,,,
41.44,-72,6,113,18,18,18,17
43.83,-70.75,5,104,5,4,4,4
37.14,-79.08,5,79,2,1,1,1
44.97,-68.52,2,33,6,6,6,6
28.48,-80.98,1,42,5,5,5,5
41.6,-76.48,5,69,3,3,3,3
35.03,-97.47,10,118,6,1,1,
37.15,-94.89,3,55,4,3,3,3
39.01,-83.81,14,190,16,14,14,13
31.34,-94.73,1,14,1,,,
41.11,-74.59,1,4,2,2,2,1
37.69,-97.34,8,94,3,2,2,2
41.94,-71.63,19,288,12,9,9,9
41.5,-88.04,15,484,54,52,52,52
42.79,-88.21,11,190,34,33,33,30
52.37,-114.92,13,136,22,21,21,18
43.59,-96.6,10,133,6,4,4,3
36.4,-87.03,4,74,5,3,3,3
42.31,-73.61,3,32,,,,
37.25,-121.73,6,83,2,2,2,2
37.73,-81.11,8,123,6,6,6,5
-32.92,151.68,5,50,,,,
32.05,-88.66,5,64,8,4,4,4
40.34,-80.57,1,14,1,,,
42.68,-82.84,18,254,15,9,9,9
-33.95,151.08,11,113,3,1,1,1
46.59,-123.11,2,31,1,1,1,1
37.25,-78.46,3,80,16,16,16,15
30.47,-84.22,17,496,65,52,52,52
37.4,-119.73,3,42,,,,
37.67,-77.02,3,21,,,,
45.99,-67.03,2,16,1,1,1,1
32.56,-85.09,4,56,2,1,1,1
38.18,-76.98,5,88,5,3,3,3
39.49,-77.34,8,207,22,19,19,19
45.57,-73.48,11,93,4,4,4,3
40.12,-75.96,7,106,4,3,3,3
38.11,-104.92,3,40,1,,,
45.53,-73.85,2,20,,,,
35.29,-95.15,7,146,16,16,16,16
37.21,-85.73,3,35,2,,,
44.59,-104.93,10,148,6,2,2,2
-42.86,147.51,6,57,,,,
34.34,-84.75,1,57,4,4,4,4
47.34,-121.92,3,53,1,1,1,1
-28.12,153.43,4,39,,,,
48.75,-86.37,5,60,3,3,3,3
43.24,-79.01,5,61,,,,
38.96,-107.72,1,17,4,4,4,4
31.18,-85.25,1,14,1,1,1,1
43.6,-97.26,3,46,6,5,5,5
-33.93,151.21,14,137,,,,
36.98,-82.64,6,93,10,9,9,9
43.55,-115.93,6,81,5,2,2,2
34.47,-85.96,3,45,1,1,1,1
42.15,-94.52,1,2,2,2,2,1
44.89,-69.53,3,31,3,2,2,1
41.86,-79.32,4,56,1,1,1,1
38.64,-96.69,4,54,,,,
32,-102.36,1,30,2,2,2,2
40.11,-91.41,1,13,,,,
34.28,-119.29,2,27,,,,
60.93,-161.8,14,141,12,10,10,7
39.89,-105.76,4,51,,,,
40.29,-105.08,9,141,9,8,8,7
40.87,-121.91,1,27,2,2,2,2
-34.83,138.48,6,61,2,1,1,1
44.71,-63.28,7,82,5,5,5,4
59.06,-160.38,2,32,2,1,1,1
34.23,-77.94,1,28,7,7,7,7
28.58,-81.12,3,53,2,2,2,2
36.5,-79.4,2,44,3,3,3,3
39.52,-81.83,1,14,,,,
41.08,-81.52,3,77,10,10,10,9
38.05,-1.21,2,17,,,,
35.5,-95.32,6,78,5,2,2,2
45,-78.01,4,38,,,,
37.39,-87.78,1,24,1,1,1,1
38.01,-121.64,2,35,4,1,1,1
35.91,-90.55,1,14,,,,
50.42,-105.54,2,27,2,2,2,2
36.54,-93.93,1,14,,,,
35.41,-85.97,4,83,3,3,3,3
38.58,-93.83,1,14,,,,
60.5,-149.83,3,44,5,4,4,4
39.14,-76.78,2,28,2,,,
-33.67,150.64,4,40,1,1,,
-35.4,149.09,13,129,1,1,1,
35.33,-79.63,3,35,,,,
37.4,-86.88,5,79,3,1,1,1
30.25,-98.91,8,136,7,7,7,7
38.99,-77.03,1,14,,,,
42.09,-79.44,1,17,1,1,1,1
42.17,-72.6,2,40,6,3,3,3
41.95,-97.2,1,14,,,,
39.96,-88.26,2,28,,,,
-27.13,152.81,1,10,,,,
38.38,-81.77,1,25,1,1,1,1
45.28,-71.72,1,10,,,,
36,-84.87,4,37,2,1,1,
41.46,-75.63,2,62,6,6,6,6
31.91,-96.43,1,14,1,,,
39.36,-84.25,2,27,,,,
45.58,-92.44,3,41,,,,
37.76,-81.21,1,14,,,,
31.85,-90.01,1,14,,,,
35,-85.31,1,14,,,,
43.65,-79.38,1,9,,,,
33.12,-84.6,1,13,,,,
45.37,-92.9,2,28,1,,,
42.97,-96.63,1,3,1,1,1,1
34.09,-86.04,1,18,4,4,4,4
31.97,-89.26,5,85,5,4,4,4
34.16,-118.4,3,42,,,,
-27.77,153.1,1,10,,,,
12.5,-1.67,1,9,,,,
46.88,-124.11,1,17,3,3,3,2
40.75,-90.77,1,14,,,,
31.02,-87.49,1,14,,,,
28.73,-82.29,1,14,,,,
-30.06,153.19,3,29,,,,
39.85,-74.91,50,920,113,106,106,104
,,1264,67660,6322,5959,5986,5864
53.55,-113.5,1340,13687,636,587,559,543
-33.95,151.13,158,1813,137,130,126,123
36.3,-82.38,103,1526,109,75,75,72
41.81,-87.71,194,3030,233,177,177,163
40.44,-86.09,90,1379,127,116,116,107
42.17,-71.06,66,1097,130,106,106,100
25.77,-80.19,1526,21885,1120,900,880,836
53.46,-113.52,79,805,35,29,32,30
42.93,-89.16,77,1291,90,77,74,68
26.71,-81.84,89,1292,93,65,65,60
33.19,-92.64,32,486,28,20,20,19
38.86,-91.32,1,14,,,,
35.87,-84.98,36,526,34,24,24,22
48.43,-122.43,100,1821,211,152,152,149
38.88,-77.3,29,418,22,14,14,14
35.95,-78.8,127,1961,142,115,115,105
30.48,-87.87,31,474,34,29,29,28
47.33,-79.43,1,10,,,,
47.41,-122,111,1691,138,107,104,100
39.09,-84.7,16,233,9,7,7,7
41.56,-72.49,33,504,33,28,28,28
40.97,-73.85,40,819,70,65,65,63
45.13,-73.99,51,532,41,39,39,38
33.76,-118.32,83,1282,70,63,63,59
44.82,-93.06,40,700,85,71,70,67
38.06,-83.94,48,775,96,76,76,75
47.87,-97.15,56,1051,128,108,108,106
29.77,-95.41,47,667,58,47,47,42
27.44,-80.33,31,498,39,34,34,33
40.83,-73.86,272,4076,321,261,258,247
36.64,-93.22,25,425,103,100,100,98
40.87,-73.84,283,4537,368,287,285,276
33.51,-112.13,643,9203,598,462,457,438
30.24,-97.77,40,847,91,81,81,78
40.82,-111.95,37,667,65,51,51,51
36.18,-115.32,53,861,101,89,89,86
37.92,-84.42,67,1160,219,213,212,198
41.26,-95.94,446,6493,555,428,411,389
27.77,-97.44,23,432,29,23,23,22
40.51,-74.27,209,4763,895,807,805,772
33.94,-80.95,60,952,88,62,61,60
42.65,-71.35,96,1386,85,73,73,68
37.99,-84.49,100,1893,349,302,302,293
28.88,-81.23,146,2583,308,229,229,226
26.18,-98.36,181,3633,516,459,459,435
45.32,-122.98,69,969,83,68,67,60
-33.79,150.98,429,4946,352,339,335,330
38.94,-75.37,43,630,61,50,50,47
25.78,-80.24,122,2133,198,165,165,157
33.21,-97.06,8,154,24,17,17,17
37.9,-122.12,48,895,116,90,90,86
34.04,-118.25,115,1503,75,65,65,59
27.57,-82.38,73,1057,76,62,60,57
37.77,-90.37,51,844,70,41,41,40
38.19,-85.84,103,1605,134,119,118,113
40.13,-88.3,20,276,54,52,52,51
37.16,-87.18,13,227,23,16,16,15
28.29,-81.32,81,1372,148,120,120,113
43.22,-123.34,116,1851,148,133,133,125
32,-106.73,9,144,6,4,4,4
41.25,-75.96,16,317,80,72,72,72
33.15,-87.61,36,529,32,24,24,22
33.68,-83.87,79,1188,95,85,78,75
38.83,-77.06,55,845,77,62,62,61
33.73,-84.43,37,534,36,22,22,22
26.62,-81.84,102,1673,105,90,90,87
42.65,-83.36,63,875,61,44,44,43
41.03,-79.34,18,231,26,21,21,20
41.81,-72.25,10,149,16,13,13,12
45.84,-120.77,31,442,70,69,67,65
40.59,-73.64,42,700,86,73,73,68
-27.56,152.93,68,657,4,4,4,3
33.9,-84.59,52,823,74,51,51,49
30.34,-84.27,10,158,16,14,14,14
43.6,-79.69,126,1265,44,44,44,42
41.58,-87.5,41,648,56,42,42,39
32.44,-110.96,45,741,109,100,100,99
53.91,-122.87,82,860,53,48,48,45
30.17,-81.77,109,1743,155,135,135,126
32.36,-86.13,113,1725,124,92,92,84
40.14,-122.43,74,1191,86,66,66,62
42.59,-71.81,117,1748,135,87,88,87
41.84,-87.76,84,1232,76,50,50,46
36.84,-79.43,1,14,,,,
37.58,-100.47,5,76,10,4,4,4
39.68,-89.72,17,284,65,57,57,56
40.74,-93.33,5,56,2,1,1,
36.09,-77.74,2,33,7,6,6,6
28.21,-82.32,60,852,65,50,50,44
41.88,-87.64,32,491,30,20,20,19
46.63,-71.92,6,43,12,12,12,10
39.35,-111.58,9,141,14,13,13,13
39.62,-74.2,13,510,105,102,102,101
41.74,-98.07,7,101,7,5,5,3
37.05,-84.46,47,703,57,46,46,44
27.26,-82.52,49,707,47,32,32,27
39.33,-85.48,49,689,48,33,33,32
40.96,-81.7,20,329,38,33,33,30
37.28,-79.81,44,623,32,19,19,18
47.36,-122.2,146,2121,190,159,159,151
34.99,-91.86,6,87,5,4,4,4
40.85,-73.94,111,2096,208,185,184,179
41.72,-87.7,7,116,19,13,13,11
45.55,-73.7,93,950,88,88,88,81
41.18,-96.62,5,82,8,3,3,3
50.05,-119.29,110,1085,29,28,28,26
39.14,-84.43,37,689,105,91,91,88
39.55,-95.13,10,210,28,22,22,21
33.35,-97.2,8,115,6,4,4,3
48.05,37.93,48,405,,,,
31.13,-83.44,47,711,40,34,34,32
44.11,-87.71,49,673,68,53,53,48
41.73,-72.83,21,359,39,35,35,34
42.52,-71.77,86,1263,87,60,60,54
42.65,-83.59,56,895,93,68,68,65
39.21,-84.4,33,559,70,62,62,59
32.71,-93.28,15,241,23,21,21,21
39.87,-75.4,14,213,15,14,14,14
40.7,-73.79,117,1940,144,114,115,110
32.55,-86.33,1,21,2,1,1,1
40.76,-73.95,119,2014,242,211,209,202
37.8,-122.44,33,491,50,43,43,40
40.71,-75.48,81,1189,72,56,54,50
43.6,-116.42,62,1012,77,60,60,58
49.48,-119.59,62,705,59,50,50,48
39.17,-84.66,13,204,39,38,38,37
41.02,-83.68,199,3420,384,328,325,311
40.82,-73.12,58,860,58,51,51,47
40.39,-79.91,30,487,43,33,33,32
34.05,-85.93,108,1579,85,75,73,70
42.12,-80.13,19,325,53,48,48,47
34.05,-118.15,90,1455,96,84,83,78
-32.11,115.96,18,152,,,,
35.02,-79,117,1644,104,89,89,83
35.34,-80.8,316,5090,489,402,400,386
29.8,-95.24,16,249,17,15,15,15
34.59,-94.2,10,135,5,3,3,2
30.26,-82.13,23,338,18,12,12,12
37.25,-121.89,50,751,45,38,38,37
42.3,-83.18,1,15,2,1,1,1
29.34,-98.7,6,116,33,30,30,30
29.93,-95.41,34,592,67,54,54,51
40.99,-73.8,34,548,44,35,35,34
38.19,-85.66,12,189,11,9,9,9
38.44,-90.21,13,244,26,22,22,22
42.2,-75.89,45,736,82,69,69,67
38.68,-121.22,155,2463,286,243,240,230
42.98,-87.89,72,1150,111,97,97,92
44.47,-103.86,27,327,17,13,13,12
41.03,-93.76,10,147,17,14,14,14
30.46,-97.69,13,251,19,16,17,15
35.6,-82.31,42,807,66,53,53,53
34.2,-118.6,55,734,40,34,34,28
30.34,-85.68,9,127,4,4,4,4
32.18,-81.22,11,161,10,3,3,3
37.07,-95.62,24,405,38,24,24,23
39.44,-104.85,16,282,32,27,27,27
-37.77,145,111,1197,71,68,68,64
40.1,-83.16,65,1124,146,135,135,130
30.46,-91.34,13,237,16,16,16,13
41.49,-90.57,52,995,109,94,94,87
42.24,-79.68,4,73,7,6,7,7
42.94,-71.44,64,1031,69,63,63,58
42.07,-78.15,7,132,29,29,29,28
39.96,-76.73,37,741,80,76,76,75
36.81,-87.83,17,306,44,34,34,33
41.26,-96.12,47,700,46,35,35,30
30,-90.21,48,1036,107,85,85,82
32.45,-89.12,4,56,1,1,1,1
26.67,-80.06,24,470,45,31,31,31
34.67,-79.91,23,303,11,6,6,6
29.72,-95.64,85,1436,138,115,115,109
28,-82.29,59,808,53,39,39,34
36.1,-115.38,26,632,65,62,62,62
31.99,-102.07,35,756,64,62,62,62
39.92,-75.23,64,959,65,54,54,51
40.24,-85.47,62,880,40,35,35,32
41.68,-85.98,13,181,5,3,3,2
42.89,-78.89,34,508,47,38,38,35
36.21,-84.16,10,147,10,10,10,9
43.97,-88.53,18,322,16,14,14,14
38.14,-85.62,31,568,56,46,46,44
30.5,-91.11,13,162,6,4,4,2
41.7,-86.25,10,147,4,3,3,3
35.29,-80.73,102,1861,185,144,140,139
41.06,-75.46,4,66,8,6,6,5
40.21,-76.85,26,456,32,28,28,28
32.69,-97.13,14,231,16,12,12,12
39.81,-85.78,122,1670,93,68,68,64
35.25,-92.37,42,873,108,85,85,81
40.9,-74.06,20,633,128,107,107,105
42.15,-83.81,23,317,35,25,25,22
41.37,-93.25,6,78,2,2,2,1
41.16,-81.17,37,565,68,62,62,58
46.79,-71.25,56,551,25,24,24,22
29.42,-98.57,26,485,45,37,37,36
46.89,-96.56,3,43,1,1,1,1
39.4,-76.6,22,360,25,20,20,19
42.19,-72.46,35,544,29,26,26,25
41.33,-73.1,9,109,11,9,9,8
41.79,-88.15,5,76,20,20,20,20
42.68,-78.1,2,31,3,1,1,1
44.95,-90.93,6,80,,,,
28.56,-81.35,39,780,99,66,65,65
38.67,-75.4,30,538,72,65,65,65
34.82,-86.88,16,221,16,14,14,13
46.25,-95.05,1,14,,,,
40.6,-74.62,51,1037,197,185,185,181
31.05,-97.51,39,601,25,14,14,13
35.06,-92.38,33,505,49,39,39,36
43.23,-88.25,5,84,17,13,13,13
27.54,-82.5,43,635,47,38,36,32
19.56,-155.96,20,335,21,17,17,16
39.82,-89.45,4,60,7,5,5,5
38.52,-82.69,5,109,10,10,10,11
39.35,-101.75,9,142,9,7,7,6
30.02,-82.34,35,522,34,30,30,29
42.71,-88.04,7,112,7,5,5,4
43.81,-79.19,129,1320,45,45,44,42
40.08,-82.81,20,357,59,50,50,51
43.68,-116.74,18,294,18,17,17,17
45.55,-84.36,21,331,24,21,21,19
31.55,-109.47,37,549,25,20,20,20
43.17,-80.27,73,742,27,16,16,14
37.87,-122.07,16,248,26,18,18,17
-27.47,153.03,41,397,,,,
37.44,-122.15,13,159,9,6,6,4
46.34,-79.58,53,579,40,33,33,32
41,20,10,90,,,,
32.74,-107.42,2,20,,,,
43.7,-79.39,49,571,55,54,54,53
45.44,-75.71,7,60,2,2,2,1
48.77,-80.67,1,10,,,,
45.74,-118.8,60,954,117,104,104,101
37.05,-112.53,13,180,14,11,11,10
40.67,-81.83,1,13,1,,,
-38.14,145.12,120,1440,118,116,116,113
-35.17,149.09,67,649,11,10,10,8
40.63,-106.93,19,272,19,15,15,13
44.43,-77.88,15,144,18,17,17,16
-34.93,138.5,9,105,6,5,5,5
43.78,-111.77,20,268,15,14,14,14
37.49,-122.24,8,138,11,10,10,10
38.94,-77.16,32,439,41,34,34,30
-33.89,151.2,53,561,32,30,29,27
43.22,-79.83,20,193,,,,
-33.79,151.13,121,1278,44,44,44,43
-32.08,116,51,497,9,7,7,6
43.38,-80.32,50,487,16,16,16,15
42.95,-81.88,3,75,16,15,15,15
50.5,-116.03,19,269,25,25,25,25
39.26,-87.11,1,21,9,7,7,7
-31.73,115.75,5,49,,,,
34.82,-86.68,22,315,10,5,5,5
-35.19,149.02,9,99,9,9,9,9
53.52,-113.66,206,2332,126,123,123,121
-19.28,146.8,28,279,3,3,3,3
-27.6,152.83,50,484,2,2,2,2
53.28,-103.58,7,133,14,14,14,14
35.38,-82.61,9,226,49,47,47,47
34.52,69.18,50,439,,,,
42.33,-83.08,14,248,15,15,15,15
38.82,-77.06,46,700,72,59,58,55
40.08,-75.29,38,481,12,7,5,4
36.24,-86.78,7,110,8,3,3,3
48.34,-70.89,37,455,43,41,41,41
40.88,-84.59,22,392,64,54,53,53
41.75,-71.41,23,378,54,49,49,48
28.03,-82.77,44,722,79,67,67,63
33.88,-84.38,30,494,34,29,29,28
42.35,-83.06,13,165,11,6,6,6
34.19,-80.1,5,73,3,2,2,2
33.56,-79.04,60,931,58,44,44,42
40.88,-74.49,16,344,55,54,54,52
38.59,-78,4,75,12,11,11,11
41.67,-72.85,24,452,51,49,49,45
38.43,-84.29,23,373,23,14,14,13
41.6,-75.09,4,60,3,1,1,1
40.58,-73.99,84,1277,116,88,88,82
42.4,-86.06,5,77,8,8,8,8
30.35,-81.64,27,421,20,15,15,13
43.03,-76.09,2,26,2,1,1,1
37.52,-84.68,8,140,12,9,9,9
34.07,-78.48,1,18,4,4,4,4
41.21,-74.3,7,132,12,12,12,12
39.05,-76.68,4,56,2,,,
31.37,-83.18,3,31,2,2,2,1
43.68,-79.29,101,1164,91,88,88,86
28.4,-81.29,3,29,1,1,1,
39.14,-84.47,1,14,,,,
46.27,-84.47,4,47,4,4,4,4
42.21,-70.93,10,148,5,3,3,3
26.25,-80.18,8,136,18,16,16,15
40.23,-78.78,21,437,65,49,49,48
-41.5,147.07,2,20,,,,
-31.03,151.72,4,49,1,1,1,1
30.42,-87.22,8,171,37,37,37,36
44.82,-63.74,13,133,3,3,3,3
30.24,-93.27,21,323,10,8,8,8
33.19,-96.13,15,291,49,39,39,38
37.4,-82.58,2,28,1,,,
42.07,-94.88,9,113,,,,
42.77,-82.54,13,213,22,19,19,19
45.14,-123.51,4,55,,,,
32.37,-90.18,34,715,70,54,54,50
38.35,-104.78,20,302,16,14,14,13
34.06,-118.31,20,379,30,27,27,26
-37.83,145.17,87,970,52,52,52,51
49.63,-114.5,1,17,6,6,6,6
37.72,-122.48,15,204,12,11,11,11
27.04,-82.24,7,116,6,6,6,5
42.99,-77.32,8,110,2,,,
61.28,-149.79,6,154,33,25,25,25
45.03,-93.3,26,368,23,20,20,18
38.46,-75.77,3,31,2,1,1,1
30.67,-88.11,25,412,68,66,66,63
42.5,-96.2,4,67,11,8,8,8
45.02,-74.76,19,190,1,1,1,1
36.42,-92.94,5,51,4,2,2,2
48,-117.5,13,176,5,4,4,3
35.97,-96.16,38,546,21,16,16,14
-27.18,151.26,3,30,,,,
40.84,-73.15,15,223,15,8,8,8
48.43,-123.37,11,107,,,,
31.17,-92.53,4,54,,,,
35.12,-87.28,8,108,6,4,4,3
43.3,-81.55,8,70,1,1,1,
34.94,-85.25,6,47,1,1,1,
35.75,-96.04,7,64,1,,,
37.86,-119.77,9,153,15,13,13,13
44.3,-66.15,4,50,10,10,10,10
48.42,-71.25,28,371,49,49,49,49
45.03,-96.2,5,91,7,6,6,6
-33.2,151.58,17,155,1,,,
-35.15,138.52,8,79,,,,
41.35,-94.05,7,146,20,20,20,19
34.63,-88.57,21,270,9,8,8,8
41.26,-96.05,31,478,77,66,66,58
41.07,-80.66,7,223,25,23,23,23
48.83,-64.48,21,199,2,2,2,2
43.71,-79.31,18,256,19,19,19,19
45.85,-75.17,4,35,1,1,1,1
40.86,-85.16,8,174,22,21,21,20
42.1,-91.9,4,112,10,10,10,10
42.07,-74.17,1,21,2,2,2,2
43.96,-70.13,3,50,9,9,9,9
-33.4,138.88,9,93,5,5,5,5
35.4,-88.68,4,55,1,,,
41.64,-87.51,7,120,16,11,11,10
-27.59,152.99,8,88,4,4,4,4
41.51,-83.81,10,198,25,23,23,23
42.64,-83.72,8,120,4,4,4,3
45.28,-92.99,8,171,18,17,17,18
32.49,-93.73,16,219,17,7,7,6
39,-77.3,12,191,10,9,9,9
43.94,-83.27,5,111,19,18,18,18
47.25,-65.07,5,48,,,,
37.49,-82.96,7,355,41,41,41,41
29.12,-97.27,14,176,9,5,5,5
48.62,-93.14,11,135,7,7,7,7
44.9,-93.75,2,16,,,,
34.84,-87.3,6,78,3,1,1,1
35.2,-88.15,18,323,27,24,24,22
45.95,-73.85,2,20,,,,
32.78,-83.82,7,126,18,11,11,10
44.46,-93.2,5,107,12,9,9,9
40.23,-78.16,1,34,3,3,3,3
30.41,-95.19,7,135,7,7,7,7
34.44,-86.94,21,293,10,7,7,6
33.62,-79.99,2,28,1,,,
37.69,-78.74,3,39,,,,
43.03,-78.76,4,47,1,1,1,1
34.73,-79.83,2,27,2,,,
32.5,-93.61,4,55,,,,
44.35,-108.13,5,85,4,3,3,3
37,-85.6,4,51,4,4,4,3
35.69,-90.01,4,42,2,1,1,
37.87,-82.52,4,29,1,1,1,
-33.33,151.43,3,28,,,,
-32.43,149.58,1,9,,,,
-33.67,151.3,7,121,18,18,17,17
-31.87,115.75,5,108,20,20,20,20
-28.05,153.37,2,23,1,1,1,1
31.35,-102.39,1,14,,,,
46.44,-94.65,1,14,,,,
44.18,-76.78,3,30,,,,
-27.95,153.27,8,88,3,3,3,3
-27.42,152.98,6,54,2,2,2,1
42.48,-87.83,3,42,,,,
42.37,-71.08,2,30,1,1,1,1
34.65,-80.39,3,42,1,1,1,1
35.04,-77.42,3,60,4,3,3,3
47.56,-120.49,1,18,3,3,3,3
40.33,-104.83,7,123,16,13,13,13
38.88,-120.98,4,64,6,5,5,5
42.49,-91.45,2,27,,,,
40.19,-85.39,7,95,4,1,1,1
40.25,-80.21,6,94,2,2,2,2
41.73,-70.2,1,20,3,3,3,3
30.58,-93.25,1,13,,,,
41.61,-74.58,5,73,6,5,5,4
36.06,-94.16,1,20,20,20,20,21
34.11,-117.37,291,4904,503,419,419,402
41.12,-74.05,96,1612,139,113,113,109
36.05,-80.32,38,555,50,38,38,37
38.81,-82.27,27,435,31,28,28,26
37.74,-121.43,210,3496,367,320,320,307
41.53,-81.53,47,886,133,114,114,112
34.89,-82.59,145,2121,138,116,113,109
31.2,-85.49,31,504,47,37,37,35
30.1,-95.62,41,766,73,54,54,52
33.92,-117.25,534,8624,764,646,639,611
39.76,-104.97,79,1266,138,122,121,113
33.75,-117.99,295,4458,363,294,294,279
-34.9,138.57,100,1067,43,42,42,41
37.54,-122.3,115,1835,175,150,151,143
34.77,-106.73,48,725,52,38,38,36
43.62,-80.14,5,59,20,20,20,20
33.46,-111.99,931,13763,850,675,658,630
32.53,-85.51,165,2451,174,130,129,122
39.68,-104.96,155,2259,192,161,159,151
43.69,-79.43,192,1874,87,81,77,70
33.93,-118.07,102,1497,129,106,103,97
39.69,-82.6,130,2574,436,367,367,355
40.74,-73.98,101,1737,192,163,162,155
38.01,-122.26,97,1631,149,130,130,119
33.51,-112.14,84,1392,108,91,91,89
38.67,-90.32,33,520,59,48,48,44
42.04,-88.08,71,1116,88,68,66,62
38.81,-90.35,81,1447,206,141,141,140
25.86,-80.38,197,3193,253,184,185,173
36.29,-77.02,27,417,17,10,10,9
42.93,-78.75,134,2070,164,133,128,121
30.23,-97.72,77,1269,123,89,89,81
30.63,-85.59,25,332,9,5,5,5
39.92,-88.89,59,843,136,126,126,122
35.93,-78.72,79,1354,124,101,101,99
39.87,-104.78,52,781,105,89,89,86
38.88,-77.1,9,144,17,13,13,13
38.71,-121.33,190,2931,188,137,133,125
32.75,-97.22,76,1306,106,88,87,82
39.88,-105.04,61,1016,129,115,115,111
39.01,-94.6,42,585,30,23,23,20
38.04,-100.76,47,682,32,26,25,23
33.32,-111.87,163,2530,201,152,152,146
44.32,-89.12,23,301,49,41,41,37
37.33,-121.84,112,1812,188,163,159,152
40.34,-75.93,34,471,49,43,43,39
35.14,-85.04,54,739,52,43,43,40
43.87,-79.44,307,3238,136,136,136,132
39.67,-119.07,80,1280,114,82,82,80
32.22,-89.89,47,815,75,50,46,39
44.83,-91.57,85,1512,140,97,97,95
45.48,-123.21,13,164,15,13,13,9
28.3,-81.42,74,1122,111,79,79,75
44.1,-122.81,57,973,98,89,89,84
36.7,-76.37,87,1293,56,40,40,36
36.82,-81.57,24,307,14,11,11,9
42.29,-85.69,63,1017,123,102,102,98
21.39,-157.75,34,455,18,17,17,16
33.9,-117.91,19,298,25,22,22,22
41.04,-76.65,20,336,21,20,20,20
43.85,-79.26,105,1119,66,63,62,57
29.4,-98.72,95,1758,208,175,175,161
30.38,-91.06,13,190,7,3,3,2
38.88,-77.14,70,1031,78,65,63,63
32.6,-96.87,78,1298,142,109,109,100
20.89,-156.51,311,4956,370,283,283,271
28.33,-81.35,134,2181,220,137,137,128
35.66,-88.42,23,388,45,37,37,37
45.52,-73.46,101,1120,101,100,100,97
30.79,-86.45,32,481,52,42,41,38
38.16,-78.49,49,665,50,47,45,43
30.14,-81.54,19,331,28,24,24,24
46.18,-117.17,2,34,20,20,20,20
48.98,-123.82,14,132,2,2,2,2
33.09,-116.94,98,1675,171,159,160,155
38.91,-77.02,79,1268,133,118,118,112
45.95,-74.13,45,486,26,26,26,25
38.92,-94.7,18,330,26,20,20,20
43.63,-79.37,283,2913,164,162,156,149
-27.49,153.08,195,1922,57,56,53,51
38.73,-75.79,3,41,,,,
39.14,-89.84,7,105,22,21,21,21
29.57,-81.22,130,1951,157,103,103,101
43.54,-70.47,46,704,53,37,37,34
32.88,-96.99,68,1135,77,71,71,65
44.91,-93.38,13,198,21,18,18,16
40.44,-80,28,374,27,19,19,17
42.41,-82.94,23,454,48,39,39,38
44.54,-100.28,11,141,9,7,7,6
41.23,-80.5,40,685,77,71,71,69
34.23,-119.08,99,1640,178,148,148,143
41.36,-84.37,33,466,39,29,29,25
30.54,-87.21,78,1594,312,302,301,292
28.94,-81.99,141,2255,281,194,194,189
33.83,-86.59,65,914,40,32,29,27
44.95,-93.43,9,153,5,5,5,5
40.02,-75.09,180,2597,163,124,122,115
34.68,-82.81,39,584,58,51,51,51
40.03,-82.87,144,2574,373,336,333,322
39.09,-120.93,3,51,7,7,7,7
49.08,-121.99,133,1409,68,67,67,63
33.8,-83.89,144,2370,212,188,188,185
-33.97,151.1,31,295,,,,
41.31,-81.81,28,512,55,47,47,47
37.44,-121.87,147,2207,145,116,116,109
38.38,-121.44,119,1865,125,101,100,94
28.22,-82.66,100,1428,94,69,69,61
42.5,-71.07,34,540,43,35,35,34
-32.14,115.87,245,3484,337,234,193,160
28.08,-82.52,115,1894,153,127,127,120
34.23,-118.34,44,789,81,70,69,65
41.96,-87.88,7,83,8,6,6,5
32.82,-79.85,56,851,140,129,129,125
40.38,-79.73,10,115,6,3,2,2
29.17,-82.1,121,1897,242,216,216,209
30.74,-88.17,6,121,35,32,32,31
47.15,-122.45,27,478,50,46,46,45
27.45,-82.64,15,241,39,36,36,34
40.06,-75.08,144,2180,145,110,110,102
40.73,-96.64,51,718,37,26,26,20
42.09,-75.44,4,54,17,14,14,14
-33.74,151.07,112,1165,72,62,60,55
30.27,-89.45,18,427,32,29,27,27
45.87,-122.62,16,237,20,14,14,13
38.63,-75.59,69,1058,119,108,107,100
